producto,fecha,promedio,clave,unidad,mayorista,minimo,maximo,moda
Aguacate Hass de Costa Rica,2025-08-08,1700.0,Aguacate Hass de Costa Rica2025-08-08,Kilo,Kilo,1500.0,1800.0,1800.0
Aguacate Hass de Costa Rica,2025-08-11,1800.0,Aguacate Hass de Costa Rica2025-08-11,Kilo,Kilo,1800.0,1800.0,1800.0
Aguacate Hass de Costa Rica,2025-08-13,1600.0,Aguacate Hass de Costa Rica2025-08-13,Kilo,Kilo,1400.0,1800.0,1600.0
Aguacate Hass de Costa Rica,2025-08-15,1683.33,Aguacate Hass de Costa Rica2025-08-15,Kilo,Kilo,1600.0,1800.0,1600.0
Aguacate Hass de Costa Rica,2025-08-18,1552.38,Aguacate Hass de Costa Rica2025-08-18,Kilo,Kilo,1300.0,1800.0,1400.0
Aguacate criollo,2025-08-08,409.09,Aguacate criollo2025-08-08,Unidad,Unidad,300.0,600.0,400.0
Aguacate criollo,2025-08-14,337.5,Aguacate criollo2025-08-14,Unidad,Unidad,300.0,350.0,350.0
Aguacate criollo,2025-08-15,466.67,Aguacate criollo2025-08-15,Unidad,Unidad,400.0,500.0,500.0
Apio verde (mata),2025-08-01,1400.0,Apio verde (mata)2025-08-01,Mata,Mata,1200.0,1500.0,1500.0
Apio verde (mata),2025-08-04,1316.67,Apio verde (mata)2025-08-04,Mata,Mata,1200.0,1500.0,1200.0
Apio verde (mata),2025-08-05,1341.67,Apio verde (mata)2025-08-05,Mata,Mata,1200.0,1500.0,1400.0
Apio verde (mata),2025-08-06,1340.0,Apio verde (mata)2025-08-06,Mata,Mata,1200.0,1500.0,1400.0
Apio verde (mata),2025-08-07,1414.29,Apio verde (mata)2025-08-07,Mata,Mata,1200.0,1500.0,1500.0
Apio verde (mata),2025-08-08,1381.82,Apio verde (mata)2025-08-08,Mata,Mata,1200.0,1500.0,1500.0
Apio verde (mata),2025-08-11,1360.0,Apio verde (mata)2025-08-11,Mata,Mata,1200.0,1500.0,1500.0
Apio verde (mata),2025-08-12,1370.0,Apio verde (mata)2025-08-12,Mata,Mata,1200.0,1500.0,1500.0
Apio verde (mata),2025-08-13,1328.57,Apio verde (mata)2025-08-13,Mata,Mata,1200.0,1500.0,1300.0
Apio verde (mata),2025-08-14,1230.0,Apio verde (mata)2025-08-14,Mata,Mata,1000.0,1400.0,1300.0
Apio verde (mata),2025-08-15,1330.0,Apio verde (mata)2025-08-15,Mata,Mata,1200.0,1500.0,1300.0
Apio verde (mata),2025-08-18,1306.67,Apio verde (mata)2025-08-18,Mata,Mata,1200.0,1500.0,1200.0
Apio verde (mata),2025-08-19,1364.29,Apio verde (mata)2025-08-19,Mata,Mata,1200.0,1500.0,1500.0
Ayote sazón,2025-08-01,335.71,Ayote sazón2025-08-01,Kilo,Kilo,300.0,350.0,350.0
Ayote sazón,2025-08-04,306.25,Ayote sazón2025-08-04,Kilo,Kilo,250.0,350.0,300.0
Ayote sazón,2025-08-05,341.67,Ayote sazón2025-08-05,Kilo,Kilo,300.0,400.0,350.0
Ayote sazón,2025-08-06,350.0,Ayote sazón2025-08-06,Kilo,Kilo,300.0,400.0,350.0
Ayote sazón,2025-08-07,346.88,Ayote sazón2025-08-07,Kilo,Kilo,300.0,400.0,350.0
Ayote sazón,2025-08-08,350.0,Ayote sazón2025-08-08,Kilo,Kilo,300.0,400.0,350.0
Ayote sazón,2025-08-11,339.47,Ayote sazón2025-08-11,Kilo,Kilo,300.0,400.0,350.0
Ayote sazón,2025-08-12,337.5,Ayote sazón2025-08-12,Kilo,Kilo,300.0,350.0,350.0
Ayote sazón,2025-08-13,335.71,Ayote sazón2025-08-13,Kilo,Kilo,300.0,400.0,350.0
Ayote sazón,2025-08-14,330.77,Ayote sazón2025-08-14,Kilo,Kilo,300.0,350.0,350.0
Ayote sazón,2025-08-15,313.33,Ayote sazón2025-08-15,Kilo,Kilo,250.0,350.0,300.0
Ayote sazón,2025-08-18,340.63,Ayote sazón2025-08-18,Kilo,Kilo,300.0,400.0,350.0
Ayote sazón,2025-08-19,337.5,Ayote sazón2025-08-19,Kilo,Kilo,300.0,400.0,350.0
Ayote sazón mantequilla,2025-08-01,614.29,Ayote sazón mantequilla2025-08-01,Kilo,Kilo,500.0,700.0,600.0
Ayote sazón mantequilla,2025-08-04,692.86,Ayote sazón mantequilla2025-08-04,Kilo,Kilo,600.0,800.0,600.0
Ayote sazón mantequilla,2025-08-06,622.22,Ayote sazón mantequilla2025-08-06,Kilo,Kilo,600.0,700.0,600.0
Ayote sazón mantequilla,2025-08-08,657.14,Ayote sazón mantequilla2025-08-08,Kilo,Kilo,600.0,700.0,700.0
Ayote sazón mantequilla,2025-08-11,640.0,Ayote sazón mantequilla2025-08-11,Kilo,Kilo,600.0,700.0,600.0
Ayote sazón mantequilla,2025-08-13,700.0,Ayote sazón mantequilla2025-08-13,Kilo,Kilo,600.0,800.0,700.0
Ayote sazón mantequilla,2025-08-15,638.89,Ayote sazón mantequilla2025-08-15,Kilo,Kilo,600.0,700.0,600.0
Ayote sazón mantequilla,2025-08-18,683.33,Ayote sazón mantequilla2025-08-18,Kilo,Kilo,600.0,800.0,600.0
Ayote tierno,2025-08-01,512.5,Ayote tierno2025-08-01,Unidad,Unidad,500.0,550.0,500.0
Ayote tierno,2025-08-04,575.0,Ayote tierno2025-08-04,Unidad,Unidad,500.0,700.0,600.0
Ayote tierno,2025-08-06,516.67,Ayote tierno2025-08-06,Unidad,Unidad,500.0,600.0,500.0
Ayote tierno,2025-08-08,555.56,Ayote tierno2025-08-08,Unidad,Unidad,500.0,600.0,600.0
Ayote tierno,2025-08-11,425.0,Ayote tierno2025-08-11,Unidad,Unidad,400.0,500.0,400.0
Ayote tierno,2025-08-13,418.75,Ayote tierno2025-08-13,Unidad,Unidad,350.0,500.0,400.0
Ayote tierno,2025-08-15,422.73,Ayote tierno2025-08-15,Unidad,Unidad,350.0,500.0,400.0
Ayote tierno,2025-08-18,461.54,Ayote tierno2025-08-18,Unidad,Unidad,400.0,500.0,500.0
Banano maduro criollo,2025-08-01,30.0,Banano maduro criollo2025-08-01,Unidad,Unidad,30.0,30.0,30.0
Banano maduro criollo,2025-08-04,30.0,Banano maduro criollo2025-08-04,Unidad,Unidad,30.0,30.0,30.0
Banano maduro criollo,2025-08-05,29.43,Banano maduro criollo2025-08-05,Unidad,Unidad,28.0,30.0,30.0
Banano maduro criollo,2025-08-06,30.83,Banano maduro criollo2025-08-06,Unidad,Unidad,30.0,35.0,30.0
Banano maduro criollo,2025-08-07,30.0,Banano maduro criollo2025-08-07,Unidad,Unidad,30.0,30.0,30.0
Banano maduro criollo,2025-08-08,29.33,Banano maduro criollo2025-08-08,Unidad,Unidad,27.0,30.0,30.0
Banano maduro criollo,2025-08-11,30.0,Banano maduro criollo2025-08-11,Unidad,Unidad,30.0,30.0,30.0
Banano maduro criollo,2025-08-12,30.0,Banano maduro criollo2025-08-12,Unidad,Unidad,30.0,30.0,30.0
Banano maduro criollo,2025-08-13,30.0,Banano maduro criollo2025-08-13,Unidad,Unidad,30.0,30.0,30.0
Banano maduro criollo,2025-08-14,30.0,Banano maduro criollo2025-08-14,Unidad,Unidad,30.0,30.0,30.0
Banano maduro criollo,2025-08-15,32.0,Banano maduro criollo2025-08-15,Unidad,Unidad,30.0,35.0,30.0
Banano maduro criollo,2025-08-18,30.83,Banano maduro criollo2025-08-18,Unidad,Unidad,30.0,35.0,30.0
Banano maduro criollo,2025-08-19,29.25,Banano maduro criollo2025-08-19,Unidad,Unidad,27.0,30.0,30.0
Banano maduro rechazo de exportación,2025-08-01,2950.0,Banano maduro rechazo de exportación2025-08-01,Caja,Caja,2800.0,3000.0,3000.0
Banano maduro rechazo de exportación,2025-08-04,2955.56,Banano maduro rechazo de exportación2025-08-04,Caja,Caja,2800.0,3000.0,3000.0
Banano maduro rechazo de exportación,2025-08-05,2857.14,Banano maduro rechazo de exportación2025-08-05,Caja,Caja,2800.0,3000.0,2800.0
Banano maduro rechazo de exportación,2025-08-06,2950.0,Banano maduro rechazo de exportación2025-08-06,Caja,Caja,2700.0,3000.0,3000.0
Banano maduro rechazo de exportación,2025-08-07,2815.38,Banano maduro rechazo de exportación2025-08-07,Caja,Caja,2700.0,3000.0,2800.0
Banano maduro rechazo de exportación,2025-08-08,2887.5,Banano maduro rechazo de exportación2025-08-08,Caja,Caja,2700.0,3000.0,3000.0
Banano maduro rechazo de exportación,2025-08-11,2966.67,Banano maduro rechazo de exportación2025-08-11,Caja,Caja,2800.0,3000.0,3000.0
Banano maduro rechazo de exportación,2025-08-12,2875.0,Banano maduro rechazo de exportación2025-08-12,Caja,Caja,2700.0,3000.0,3000.0
Banano maduro rechazo de exportación,2025-08-13,2900.0,Banano maduro rechazo de exportación2025-08-13,Caja,Caja,2700.0,3000.0,3000.0
Banano maduro rechazo de exportación,2025-08-14,2950.0,Banano maduro rechazo de exportación2025-08-14,Caja,Caja,2800.0,3000.0,3000.0
Banano maduro rechazo de exportación,2025-08-15,2825.0,Banano maduro rechazo de exportación2025-08-15,Caja,Caja,2700.0,3000.0,2800.0
Banano maduro rechazo de exportación,2025-08-18,2833.33,Banano maduro rechazo de exportación2025-08-18,Caja,Caja,2500.0,3000.0,3000.0
Banano maduro rechazo de exportación,2025-08-19,2820.0,Banano maduro rechazo de exportación2025-08-19,Caja,Caja,2700.0,3000.0,2700.0
Banano verde rechazo de exportación,2025-08-01,2950.0,Banano verde rechazo de exportación2025-08-01,Caja,Caja,2800.0,3000.0,3000.0
Banano verde rechazo de exportación,2025-08-04,2950.0,Banano verde rechazo de exportación2025-08-04,Caja,Caja,2800.0,3000.0,3000.0
Banano verde rechazo de exportación,2025-08-05,2857.14,Banano verde rechazo de exportación2025-08-05,Caja,Caja,2800.0,3000.0,2800.0
Banano verde rechazo de exportación,2025-08-06,2950.0,Banano verde rechazo de exportación2025-08-06,Caja,Caja,2700.0,3000.0,3000.0
Banano verde rechazo de exportación,2025-08-07,2815.38,Banano verde rechazo de exportación2025-08-07,Caja,Caja,2700.0,3000.0,2800.0
Banano verde rechazo de exportación,2025-08-08,2900.0,Banano verde rechazo de exportación2025-08-08,Caja,Caja,2700.0,3000.0,3000.0
Banano verde rechazo de exportación,2025-08-11,2966.67,Banano verde rechazo de exportación2025-08-11,Caja,Caja,2800.0,3000.0,3000.0
Banano verde rechazo de exportación,2025-08-12,2875.0,Banano verde rechazo de exportación2025-08-12,Caja,Caja,2700.0,3000.0,3000.0
Banano verde rechazo de exportación,2025-08-13,2900.0,Banano verde rechazo de exportación2025-08-13,Caja,Caja,2700.0,3000.0,3000.0
Banano verde rechazo de exportación,2025-08-14,2950.0,Banano verde rechazo de exportación2025-08-14,Caja,Caja,2800.0,3000.0,3000.0
Banano verde rechazo de exportación,2025-08-15,2825.0,Banano verde rechazo de exportación2025-08-15,Caja,Caja,2700.0,3000.0,2800.0
Banano verde rechazo de exportación,2025-08-18,2785.71,Banano verde rechazo de exportación2025-08-18,Caja,Caja,2500.0,3000.0,3000.0
Banano verde rechazo de exportación,2025-08-19,2820.0,Banano verde rechazo de exportación2025-08-19,Caja,Caja,2700.0,3000.0,2700.0
Brócoli,2025-08-01,1114.29,Brócoli2025-08-01,Kilo,Kilo,1000.0,1300.0,1000.0
Brócoli,2025-08-04,937.5,Brócoli2025-08-04,Kilo,Kilo,800.0,1000.0,1000.0
Brócoli,2025-08-05,1053.33,Brócoli2025-08-05,Kilo,Kilo,800.0,1200.0,1000.0
Brócoli,2025-08-06,960.87,Brócoli2025-08-06,Kilo,Kilo,800.0,1200.0,1000.0
Brócoli,2025-08-07,925.0,Brócoli2025-08-07,Kilo,Kilo,800.0,1000.0,1000.0
Brócoli,2025-08-08,739.13,Brócoli2025-08-08,Kilo,Kilo,600.0,800.0,800.0
Brócoli,2025-08-11,721.74,Brócoli2025-08-11,Kilo,Kilo,600.0,800.0,700.0
Brócoli,2025-08-12,817.65,Brócoli2025-08-12,Kilo,Kilo,700.0,1000.0,800.0
Brócoli,2025-08-13,744.44,Brócoli2025-08-13,Kilo,Kilo,600.0,800.0,800.0
Brócoli,2025-08-14,695.83,Brócoli2025-08-14,Kilo,Kilo,600.0,800.0,700.0
Brócoli,2025-08-15,700.0,Brócoli2025-08-15,Kilo,Kilo,600.0,800.0,700.0
Brócoli,2025-08-18,680.0,Brócoli2025-08-18,Kilo,Kilo,500.0,800.0,700.0
Brócoli,2025-08-19,664.0,Brócoli2025-08-19,Kilo,Kilo,500.0,800.0,700.0
Camote,2025-08-01,1066.67,Camote2025-08-01,Kilo,Kilo,1000.0,1200.0,1000.0
Camote,2025-08-04,1035.71,Camote2025-08-04,Kilo,Kilo,900.0,1200.0,1000.0
Camote,2025-08-05,1066.67,Camote2025-08-05,Kilo,Kilo,1000.0,1200.0,1000.0
Camote,2025-08-06,1066.67,Camote2025-08-06,Kilo,Kilo,1000.0,1200.0,1000.0
Camote,2025-08-07,1000.0,Camote2025-08-07,Kilo,Kilo,900.0,1100.0,1000.0
Camote,2025-08-08,1066.67,Camote2025-08-08,Kilo,Kilo,1000.0,1200.0,1000.0
Camote,2025-08-11,1053.85,Camote2025-08-11,Kilo,Kilo,1000.0,1200.0,1000.0
Camote,2025-08-12,1050.0,Camote2025-08-12,Kilo,Kilo,1000.0,1200.0,1000.0
Camote,2025-08-13,1042.86,Camote2025-08-13,Kilo,Kilo,1000.0,1200.0,1000.0
Camote,2025-08-14,1090.91,Camote2025-08-14,Kilo,Kilo,1000.0,1200.0,1000.0
Camote,2025-08-15,1108.33,Camote2025-08-15,Kilo,Kilo,1000.0,1200.0,1200.0
Camote,2025-08-18,1100.0,Camote2025-08-18,Kilo,Kilo,1000.0,1200.0,1100.0
Camote,2025-08-19,1107.14,Camote2025-08-19,Kilo,Kilo,1000.0,1200.0,1200.0
Camote Zanahoria,2025-08-01,1222.22,Camote Zanahoria2025-08-01,Kilo,Kilo,1100.0,1400.0,1200.0
Camote Zanahoria,2025-08-04,1141.67,Camote Zanahoria2025-08-04,Kilo,Kilo,1000.0,1300.0,1200.0
Camote Zanahoria,2025-08-06,1158.33,Camote Zanahoria2025-08-06,Kilo,Kilo,1000.0,1300.0,1200.0
Camote Zanahoria,2025-08-08,1214.29,Camote Zanahoria2025-08-08,Kilo,Kilo,1200.0,1300.0,1200.0
Camote Zanahoria,2025-08-11,1200.0,Camote Zanahoria2025-08-11,Kilo,Kilo,1100.0,1300.0,1200.0
Camote Zanahoria,2025-08-13,1150.0,Camote Zanahoria2025-08-13,Kilo,Kilo,1000.0,1200.0,1200.0
Camote Zanahoria,2025-08-15,1200.0,Camote Zanahoria2025-08-15,Kilo,Kilo,1100.0,1300.0,1200.0
Camote Zanahoria,2025-08-18,1220.0,Camote Zanahoria2025-08-18,Kilo,Kilo,1200.0,1300.0,1200.0
Carambola,2025-08-01,680.0,Carambola2025-08-01,Kilo,Kilo,600.0,800.0,600.0
Carambola,2025-08-04,687.5,Carambola2025-08-04,Kilo,Kilo,600.0,800.0,700.0
Carambola,2025-08-06,680.0,Carambola2025-08-06,Kilo,Kilo,600.0,800.0,600.0
Carambola,2025-08-08,688.89,Carambola2025-08-08,Kilo,Kilo,600.0,800.0,700.0
Carambola,2025-08-11,680.0,Carambola2025-08-11,Kilo,Kilo,600.0,800.0,600.0
Carambola,2025-08-13,685.71,Carambola2025-08-13,Kilo,Kilo,600.0,800.0,600.0
Carambola,2025-08-15,716.67,Carambola2025-08-15,Kilo,Kilo,600.0,800.0,800.0
Carambola,2025-08-18,733.33,Carambola2025-08-18,Kilo,Kilo,700.0,800.0,700.0
Cas,2025-08-01,733.33,Cas2025-08-01,Kilo,Kilo,700.0,800.0,700.0
Cas,2025-08-04,688.89,Cas2025-08-04,Kilo,Kilo,600.0,800.0,700.0
Cas,2025-08-06,850.0,Cas2025-08-06,Kilo,Kilo,800.0,1000.0,800.0
Cas,2025-08-08,828.57,Cas2025-08-08,Kilo,Kilo,700.0,1000.0,800.0
Cas,2025-08-11,816.67,Cas2025-08-11,Kilo,Kilo,700.0,1000.0,800.0
Cas,2025-08-13,722.22,Cas2025-08-13,Kilo,Kilo,600.0,800.0,800.0
Cas,2025-08-15,780.0,Cas2025-08-15,Kilo,Kilo,700.0,800.0,800.0
Cas,2025-08-18,757.14,Cas2025-08-18,Kilo,Kilo,700.0,800.0,800.0
Cebolla seca amarilla burra,2025-08-01,591.67,Cebolla seca amarilla burra2025-08-01,Kilo,Kilo,550.0,650.0,600.0
Cebolla seca amarilla burra,2025-08-04,550.0,Cebolla seca amarilla burra2025-08-04,Kilo,Kilo,500.0,600.0,550.0
Cebolla seca amarilla burra,2025-08-05,533.33,Cebolla seca amarilla burra2025-08-05,Kilo,Kilo,500.0,600.0,550.0
Cebolla seca amarilla burra,2025-08-06,545.83,Cebolla seca amarilla burra2025-08-06,Kilo,Kilo,500.0,600.0,550.0
Cebolla seca amarilla burra,2025-08-07,522.22,Cebolla seca amarilla burra2025-08-07,Kilo,Kilo,500.0,550.0,500.0
Cebolla seca amarilla burra,2025-08-08,512.5,Cebolla seca amarilla burra2025-08-08,Kilo,Kilo,500.0,550.0,500.0
Cebolla seca amarilla burra,2025-08-11,534.62,Cebolla seca amarilla burra2025-08-11,Kilo,Kilo,500.0,550.0,550.0
Cebolla seca amarilla burra,2025-08-12,528.13,Cebolla seca amarilla burra2025-08-12,Kilo,Kilo,500.0,550.0,550.0
Cebolla seca amarilla burra,2025-08-13,516.67,Cebolla seca amarilla burra2025-08-13,Kilo,Kilo,450.0,550.0,500.0
Cebolla seca amarilla burra,2025-08-14,545.45,Cebolla seca amarilla burra2025-08-14,Kilo,Kilo,500.0,600.0,550.0
Cebolla seca amarilla burra,2025-08-15,528.57,Cebolla seca amarilla burra2025-08-15,Kilo,Kilo,500.0,550.0,550.0
Cebolla seca amarilla burra,2025-08-18,533.33,Cebolla seca amarilla burra2025-08-18,Kilo,Kilo,500.0,600.0,550.0
Cebolla seca amarilla burra,2025-08-19,543.75,Cebolla seca amarilla burra2025-08-19,Kilo,Kilo,500.0,550.0,550.0
Cebolla seca amarilla suelta,2025-08-01,578.57,Cebolla seca amarilla suelta2025-08-01,Kilo,Kilo,550.0,600.0,600.0
Cebolla seca amarilla suelta,2025-08-04,520.0,Cebolla seca amarilla suelta2025-08-04,Kilo,Kilo,500.0,550.0,500.0
Cebolla seca amarilla suelta,2025-08-05,505.56,Cebolla seca amarilla suelta2025-08-05,Kilo,Kilo,500.0,550.0,500.0
Cebolla seca amarilla suelta,2025-08-06,520.83,Cebolla seca amarilla suelta2025-08-06,Kilo,Kilo,500.0,550.0,500.0
Cebolla seca amarilla suelta,2025-08-07,519.23,Cebolla seca amarilla suelta2025-08-07,Kilo,Kilo,500.0,550.0,500.0
Cebolla seca amarilla suelta,2025-08-08,505.56,Cebolla seca amarilla suelta2025-08-08,Kilo,Kilo,500.0,550.0,500.0
Cebolla seca amarilla suelta,2025-08-11,514.71,Cebolla seca amarilla suelta2025-08-11,Kilo,Kilo,450.0,550.0,500.0
Cebolla seca amarilla suelta,2025-08-12,502.78,Cebolla seca amarilla suelta2025-08-12,Kilo,Kilo,450.0,550.0,500.0
Cebolla seca amarilla suelta,2025-08-13,505.56,Cebolla seca amarilla suelta2025-08-13,Kilo,Kilo,450.0,550.0,500.0
Cebolla seca amarilla suelta,2025-08-14,494.44,Cebolla seca amarilla suelta2025-08-14,Kilo,Kilo,450.0,500.0,500.0
Cebolla seca amarilla suelta,2025-08-15,487.5,Cebolla seca amarilla suelta2025-08-15,Kilo,Kilo,450.0,500.0,500.0
Cebolla seca amarilla suelta,2025-08-18,493.75,Cebolla seca amarilla suelta2025-08-18,Kilo,Kilo,450.0,550.0,500.0
Cebolla seca amarilla suelta,2025-08-19,482.14,Cebolla seca amarilla suelta2025-08-19,Kilo,Kilo,450.0,500.0,500.0
Cebolla seca amarilla suelta importada,2025-08-05,550.0,Cebolla seca amarilla suelta importada2025-08-05,Kilo,Kilo,550.0,550.0,550.0
Cebolla seca amarilla suelta importada,2025-08-06,543.75,Cebolla seca amarilla suelta importada2025-08-06,Kilo,Kilo,525.0,550.0,550.0
Cebolla seca amarilla suelta importada,2025-08-07,520.83,Cebolla seca amarilla suelta importada2025-08-07,Kilo,Kilo,500.0,550.0,500.0
Cebolla seca amarilla suelta importada,2025-08-08,512.5,Cebolla seca amarilla suelta importada2025-08-08,Kilo,Kilo,500.0,550.0,500.0
Cebolla seca amarilla suelta importada,2025-08-11,540.0,Cebolla seca amarilla suelta importada2025-08-11,Kilo,Kilo,500.0,550.0,550.0
Cebolla seca amarilla suelta importada,2025-08-12,550.0,Cebolla seca amarilla suelta importada2025-08-12,Kilo,Kilo,550.0,550.0,550.0
Cebolla seca amarilla suelta importada,2025-08-13,528.33,Cebolla seca amarilla suelta importada2025-08-13,Kilo,Kilo,500.0,550.0,550.0
Cebolla seca amarilla suelta importada,2025-08-14,529.17,Cebolla seca amarilla suelta importada2025-08-14,Kilo,Kilo,500.0,550.0,550.0
Cebolla seca amarilla suelta importada,2025-08-15,550.0,Cebolla seca amarilla suelta importada2025-08-15,Kilo,Kilo,550.0,550.0,550.0
Cebolla seca amarilla suelta importada,2025-08-18,522.22,Cebolla seca amarilla suelta importada2025-08-18,Kilo,Kilo,500.0,550.0,500.0
Cebolla seca amarilla suelta importada,2025-08-19,516.67,Cebolla seca amarilla suelta importada2025-08-19,Kilo,Kilo,500.0,550.0,500.0
Cebolla seca amarilla trenza,2025-08-01,578.57,Cebolla seca amarilla trenza2025-08-01,Kilo,Kilo,550.0,600.0,600.0
Cebolla seca amarilla trenza,2025-08-04,520.0,Cebolla seca amarilla trenza2025-08-04,Kilo,Kilo,500.0,550.0,500.0
Cebolla seca amarilla trenza,2025-08-05,505.56,Cebolla seca amarilla trenza2025-08-05,Kilo,Kilo,500.0,550.0,500.0
Cebolla seca amarilla trenza,2025-08-06,528.13,Cebolla seca amarilla trenza2025-08-06,Kilo,Kilo,500.0,550.0,550.0
Cebolla seca amarilla trenza,2025-08-07,519.23,Cebolla seca amarilla trenza2025-08-07,Kilo,Kilo,500.0,550.0,500.0
Cebolla seca amarilla trenza,2025-08-08,505.56,Cebolla seca amarilla trenza2025-08-08,Kilo,Kilo,500.0,550.0,500.0
Cebolla seca amarilla trenza,2025-08-11,512.0,Cebolla seca amarilla trenza2025-08-11,Kilo,Kilo,450.0,550.0,550.0
Cebolla seca amarilla trenza,2025-08-12,497.92,Cebolla seca amarilla trenza2025-08-12,Kilo,Kilo,450.0,550.0,500.0
Cebolla seca amarilla trenza,2025-08-13,502.22,Cebolla seca amarilla trenza2025-08-13,Kilo,Kilo,450.0,550.0,500.0
Cebolla seca amarilla trenza,2025-08-14,505.0,Cebolla seca amarilla trenza2025-08-14,Kilo,Kilo,450.0,550.0,500.0
Cebolla seca amarilla trenza,2025-08-15,487.5,Cebolla seca amarilla trenza2025-08-15,Kilo,Kilo,450.0,500.0,500.0
Cebolla seca amarilla trenza,2025-08-18,497.73,Cebolla seca amarilla trenza2025-08-18,Kilo,Kilo,450.0,550.0,500.0
Cebolla seca amarilla trenza,2025-08-19,484.78,Cebolla seca amarilla trenza2025-08-19,Kilo,Kilo,450.0,500.0,500.0
Cebolla seca morada,2025-08-01,1268.75,Cebolla seca morada2025-08-01,Kilo,Kilo,1200.0,1350.0,1300.0
Cebolla seca morada,2025-08-04,1257.14,Cebolla seca morada2025-08-04,Kilo,Kilo,1200.0,1300.0,1300.0
Cebolla seca morada,2025-08-05,1290.0,Cebolla seca morada2025-08-05,Kilo,Kilo,1200.0,1400.0,1300.0
